ID,CUIs
ImageCLEFmedical_Caption_2024_train_009841,C0015811;C0206207
ImageCLEFmedical_Caption_2024_train_009899,C0301559;C0015811
ImageCLEFmedical_Caption_2024_train_009970,C0524471;C0015811
ImageCLEFmedical_Caption_2024_train_010181,C0524471;C0015813
ImageCLEFmedical_Caption_2024_train_010182,C0524471
ImageCLEFmedical_Caption_2024_train_010183,C0015813
ImageCLEFmedical_Caption_2024_train_010186,C0524471;C0015813
ImageCLEFmedical_Caption_2024_train_010217,C0015811;C0015813
ImageCLEFmedical_Caption_2024_train_010396,C0030797
ImageCLEFmedical_Caption_2024_train_010569,C0015811
ImageCLEFmedical_Caption_2024_train_010575,C0030797
ImageCLEFmedical_Caption_2024_train_010602,C0524471;C0015813
ImageCLEFmedical_Caption_2024_train_010639,C0524471
ImageCLEFmedical_Caption_2024_train_010640,C0015811
ImageCLEFmedical_Caption_2024_train_010641,C0524471
ImageCLEFmedical_Caption_2024_train_010772,C4281599
ImageCLEFmedical_Caption_2024_train_010773,C4281599;C0007776
ImageCLEFmedical_Caption_2024_train_010826,C0524470
ImageCLEFmedical_Caption_2024_train_010867,C0025584
ImageCLEFmedical_Caption_2024_train_010900,C0524471
ImageCLEFmedical_Caption_2024_train_010969,C0007776;C0301559
ImageCLEFmedical_Caption_2024_train_010996,C0015811
ImageCLEFmedical_Caption_2024_train_011128,C0206207
ImageCLEFmedical_Caption_2024_train_011163,C0015811;C0004457;C0015813
ImageCLEFmedical_Caption_2024_train_011173,C0524471
ImageCLEFmedical_Caption_2024_train_011174,C0524470
ImageCLEFmedical_Caption_2024_train_011181,C0015811
ImageCLEFmedical_Caption_2024_train_011183,C0015811
ImageCLEFmedical_Caption_2024_train_011201,C0015811
ImageCLEFmedical_Caption_2024_train_011202,C0206207
ImageCLEFmedical_Caption_2024_train_011203,C4281598;C0015811
ImageCLEFmedical_Caption_2024_train_011210,C0206207;C1266909
ImageCLEFmedical_Caption_2024_train_011219,C1261192
ImageCLEFmedical_Caption_2024_train_011371,C0015811
ImageCLEFmedical_Caption_2024_train_011385,C0015811
ImageCLEFmedical_Caption_2024_train_011599,C0004457;C0015811;C0015813;C0030797
ImageCLEFmedical_Caption_2024_train_011610,C0206207
ImageCLEFmedical_Caption_2024_train_011612,C0015811;C0007776
ImageCLEFmedical_Caption_2024_train_011613,C0015811
ImageCLEFmedical_Caption_2024_train_011614,C0015811
ImageCLEFmedical_Caption_2024_train_011925,C1266909;C0015811
ImageCLEFmedical_Caption_2024_train_011926,C1266909;C0015811
ImageCLEFmedical_Caption_2024_train_012035,C0004457;C1261192;C0025584
ImageCLEFmedical_Caption_2024_train_012036,C0025584
ImageCLEFmedical_Caption_2024_train_012118,C1261192
ImageCLEFmedical_Caption_2024_train_012268,C1266909
ImageCLEFmedical_Caption_2024_train_012299,C0524471;C0524470
ImageCLEFmedical_Caption_2024_train_012588,C0524470;C0015811
ImageCLEFmedical_Caption_2024_train_012646,C0030797;C0301559;C0021102
ImageCLEFmedical_Caption_2024_train_012647,C0030797;C0301559;C0021102;C0206207
ImageCLEFmedical_Caption_2024_train_012732,C0015811
ImageCLEFmedical_Caption_2024_train_012879,C1261192
ImageCLEFmedical_Caption_2024_train_012880,C1261192
ImageCLEFmedical_Caption_2024_train_012904,C0524471
ImageCLEFmedical_Caption_2024_train_012966,C0301559;C0005971
ImageCLEFmedical_Caption_2024_train_013056,C0025584
ImageCLEFmedical_Caption_2024_train_013130,C0524471
ImageCLEFmedical_Caption_2024_train_013132,C0030797;C0524471
ImageCLEFmedical_Caption_2024_train_013134,C0524471
ImageCLEFmedical_Caption_2024_train_013136,C0524471;C0021102
ImageCLEFmedical_Caption_2024_train_013137,C0524471
ImageCLEFmedical_Caption_2024_train_013175,C0015811;C0007776
ImageCLEFmedical_Caption_2024_train_013287,C0007776
ImageCLEFmedical_Caption_2024_train_013373,C0301559;C0206207
ImageCLEFmedical_Caption_2024_train_013374,C0004457
ImageCLEFmedical_Caption_2024_train_013413,C0015811
ImageCLEFmedical_Caption_2024_train_013416,C1266909
ImageCLEFmedical_Caption_2024_train_013545,C0030797
ImageCLEFmedical_Caption_2024_train_013548,C0524470
ImageCLEFmedical_Caption_2024_train_013549,C0524470
ImageCLEFmedical_Caption_2024_train_013562,C0015811
ImageCLEFmedical_Caption_2024_train_013563,C0015811
ImageCLEFmedical_Caption_2024_train_013585,C0030797
ImageCLEFmedical_Caption_2024_train_013792,C0015811
ImageCLEFmedical_Caption_2024_train_013858,C0301559;C0005971
ImageCLEFmedical_Caption_2024_train_013874,C0030797
ImageCLEFmedical_Caption_2024_train_014103,C4281598;C0206207
ImageCLEFmedical_Caption_2024_train_014104,C4281598;C0206207
ImageCLEFmedical_Caption_2024_train_014311,C0015811
ImageCLEFmedical_Caption_2024_train_014335,C1261192
ImageCLEFmedical_Caption_2024_train_014337,C1261192
ImageCLEFmedical_Caption_2024_train_014338,C1261192
ImageCLEFmedical_Caption_2024_train_014420,C0301559;C1266909
ImageCLEFmedical_Caption_2024_train_014421,C1266909
ImageCLEFmedical_Caption_2024_train_014422,C1266909
ImageCLEFmedical_Caption_2024_train_014423,C1266909
ImageCLEFmedical_Caption_2024_train_014424,C1266909
ImageCLEFmedical_Caption_2024_train_014425,C0301559
ImageCLEFmedical_Caption_2024_train_014486,C0301559
ImageCLEFmedical_Caption_2024_train_014572,C4281598
ImageCLEFmedical_Caption_2024_train_014573,C4281598
ImageCLEFmedical_Caption_2024_train_014636,C0206207
ImageCLEFmedical_Caption_2024_train_014637,C0206207
ImageCLEFmedical_Caption_2024_train_014639,C0206207
ImageCLEFmedical_Caption_2024_train_014699,C0524470;C0021102
ImageCLEFmedical_Caption_2024_train_014701,C0021102;C0301559
ImageCLEFmedical_Caption_2024_train_014863,C0015811
ImageCLEFmedical_Caption_2024_train_014873,C0021102
ImageCLEFmedical_Caption_2024_train_014980,C0015813
ImageCLEFmedical_Caption_2024_train_014982,C0015811
ImageCLEFmedical_Caption_2024_train_015046,C4281598
ImageCLEFmedical_Caption_2024_train_015160,C0301559
ImageCLEFmedical_Caption_2024_train_015161,C0301559;C0030797
ImageCLEFmedical_Caption_2024_train_015162,C0301559
ImageCLEFmedical_Caption_2024_train_015163,C0021102
ImageCLEFmedical_Caption_2024_train_015292,C0015811
ImageCLEFmedical_Caption_2024_train_015413,C0015811
ImageCLEFmedical_Caption_2024_train_015431,C0015811
ImageCLEFmedical_Caption_2024_train_015433,C0015811
ImageCLEFmedical_Caption_2024_train_015434,C0015811
ImageCLEFmedical_Caption_2024_train_015601,C0004457
ImageCLEFmedical_Caption_2024_train_015603,C0004457
ImageCLEFmedical_Caption_2024_train_015662,C0007776
ImageCLEFmedical_Caption_2024_train_015689,C0524470
ImageCLEFmedical_Caption_2024_train_015741,C0015813
ImageCLEFmedical_Caption_2024_train_015742,C0524471
ImageCLEFmedical_Caption_2024_train_015759,C0030797
ImageCLEFmedical_Caption_2024_train_015817,C0524471;C0301559;C0005971
ImageCLEFmedical_Caption_2024_train_015832,C0030797;C0015811;C1266909
ImageCLEFmedical_Caption_2024_train_015860,C4281598
ImageCLEFmedical_Caption_2024_train_015920,C0030797;C0301559
ImageCLEFmedical_Caption_2024_train_016047,C0524470
ImageCLEFmedical_Caption_2024_train_016103,C0015811
ImageCLEFmedical_Caption_2024_train_016157,C0007776;C1266909
ImageCLEFmedical_Caption_2024_train_016255,C1261192;C0004457;C0015813;C0015811
ImageCLEFmedical_Caption_2024_train_016314,C0524471
ImageCLEFmedical_Caption_2024_train_016315,C0524471
ImageCLEFmedical_Caption_2024_train_016317,C0524471;C1266909
ImageCLEFmedical_Caption_2024_train_016342,C1266909
ImageCLEFmedical_Caption_2024_train_016343,C1266909
ImageCLEFmedical_Caption_2024_train_016669,C0206207
ImageCLEFmedical_Caption_2024_train_016670,C1261192
ImageCLEFmedical_Caption_2024_train_016789,C0015811
ImageCLEFmedical_Caption_2024_train_016791,C0301559;C1266909
ImageCLEFmedical_Caption_2024_train_017144,C0005971
ImageCLEFmedical_Caption_2024_train_017146,C0301559;C0005971
ImageCLEFmedical_Caption_2024_train_017151,C0030797
ImageCLEFmedical_Caption_2024_train_017159,C4281599
ImageCLEFmedical_Caption_2024_train_017160,C4281599
ImageCLEFmedical_Caption_2024_train_017302,C1261192
ImageCLEFmedical_Caption_2024_train_017351,C0005971
ImageCLEFmedical_Caption_2024_train_017352,C0301559
ImageCLEFmedical_Caption_2024_train_017395,C0524470;C0524471
ImageCLEFmedical_Caption_2024_train_017396,C0524470
ImageCLEFmedical_Caption_2024_train_017468,C0015811;C0007776
ImageCLEFmedical_Caption_2024_train_017469,C0015811
ImageCLEFmedical_Caption_2024_train_017513,C0030797
ImageCLEFmedical_Caption_2024_train_017539,C0015811
ImageCLEFmedical_Caption_2024_train_017671,C1266909
ImageCLEFmedical_Caption_2024_train_017875,C0301559
ImageCLEFmedical_Caption_2024_train_017926,C0021102
ImageCLEFmedical_Caption_2024_train_017992,C4281599
ImageCLEFmedical_Caption_2024_train_018029,C0015811
ImageCLEFmedical_Caption_2024_train_018040,C1261192;C0004457
ImageCLEFmedical_Caption_2024_train_018041,C1261192;C0004457
ImageCLEFmedical_Caption_2024_train_018092,C0015811
ImageCLEFmedical_Caption_2024_train_018106,C0015811
ImageCLEFmedical_Caption_2024_train_018107,C0015813
ImageCLEFmedical_Caption_2024_train_018158,C0030797
ImageCLEFmedical_Caption_2024_train_018167,C0015811
ImageCLEFmedical_Caption_2024_train_018177,C0030797
ImageCLEFmedical_Caption_2024_train_018236,C1266909
ImageCLEFmedical_Caption_2024_train_018344,C0007776
ImageCLEFmedical_Caption_2024_train_018406,C0524471
ImageCLEFmedical_Caption_2024_train_018407,C0015811;C0021102
ImageCLEFmedical_Caption_2024_train_018418,C0030797
ImageCLEFmedical_Caption_2024_train_018419,C0030797
ImageCLEFmedical_Caption_2024_train_018558,C0015811
ImageCLEFmedical_Caption_2024_train_018689,C0015811
ImageCLEFmedical_Caption_2024_train_018781,C0301559
ImageCLEFmedical_Caption_2024_train_018811,C4281598
ImageCLEFmedical_Caption_2024_train_018914,C0005971;C0301559
ImageCLEFmedical_Caption_2024_train_018930,C4281599
ImageCLEFmedical_Caption_2024_train_018961,C0015813
ImageCLEFmedical_Caption_2024_train_018974,C0524470
ImageCLEFmedical_Caption_2024_train_018975,C0524470
ImageCLEFmedical_Caption_2024_train_019111,C0015811;C0007776;C1266909
ImageCLEFmedical_Caption_2024_train_019115,C0005971
ImageCLEFmedical_Caption_2024_train_019116,C0005971
ImageCLEFmedical_Caption_2024_train_019278,C0015811
ImageCLEFmedical_Caption_2024_train_019602,C4281598
ImageCLEFmedical_Caption_2024_train_019689,C0005971
ImageCLEFmedical_Caption_2024_train_019742,C1261192
ImageCLEFmedical_Caption_2024_train_019743,C0206207
ImageCLEFmedical_Caption_2024_train_019767,C0015811;C0007776
ImageCLEFmedical_Caption_2024_train_019774,C0015811
ImageCLEFmedical_Caption_2024_train_019856,C0007776;C0015813
ImageCLEFmedical_Caption_2024_train_019942,C0015811
ImageCLEFmedical_Caption_2024_train_019995,C0015811
ImageCLEFmedical_Caption_2024_train_020029,C0015811
ImageCLEFmedical_Caption_2024_train_020083,C0015811;C0021102
ImageCLEFmedical_Caption_2024_train_020203,C0030797
ImageCLEFmedical_Caption_2024_train_020356,C0030797;C0021102
ImageCLEFmedical_Caption_2024_train_020377,C0206207
ImageCLEFmedical_Caption_2024_train_020499,C1266909
ImageCLEFmedical_Caption_2024_train_020516,C0004457;C0015811
ImageCLEFmedical_Caption_2024_train_020517,C0015811;C0007776
ImageCLEFmedical_Caption_2024_train_020611,C0021102
ImageCLEFmedical_Caption_2024_train_020667,C0015811
ImageCLEFmedical_Caption_2024_train_020834,C0030797
ImageCLEFmedical_Caption_2024_train_020856,C0015813
ImageCLEFmedical_Caption_2024_train_020871,C0021102;C0015811;C0005971
ImageCLEFmedical_Caption_2024_train_020908,C0004457
ImageCLEFmedical_Caption_2024_train_020955,C1266909
ImageCLEFmedical_Caption_2024_train_021003,C0015813
ImageCLEFmedical_Caption_2024_train_021446,C0030797
ImageCLEFmedical_Caption_2024_train_021476,C1266909
ImageCLEFmedical_Caption_2024_train_021477,C1266909;C0015811;C0030797
ImageCLEFmedical_Caption_2024_train_021495,C4281598
ImageCLEFmedical_Caption_2024_train_021617,C0025584;C1266909
ImageCLEFmedical_Caption_2024_train_021755,C4281598
ImageCLEFmedical_Caption_2024_train_021853,C0524470
ImageCLEFmedical_Caption_2024_train_021855,C0524470;C0206207
ImageCLEFmedical_Caption_2024_train_022045,C0021102
ImageCLEFmedical_Caption_2024_train_022173,C0021102
ImageCLEFmedical_Caption_2024_train_022246,C4281599
ImageCLEFmedical_Caption_2024_train_022247,C4281599;C0021102
ImageCLEFmedical_Caption_2024_train_022520,C0015811;C1266909
ImageCLEFmedical_Caption_2024_train_022531,C0015811;C1266909
ImageCLEFmedical_Caption_2024_train_022587,C0206207
ImageCLEFmedical_Caption_2024_train_022671,C4281598
ImageCLEFmedical_Caption_2024_train_022703,C1261192;C0015811
ImageCLEFmedical_Caption_2024_train_022707,C4281598
ImageCLEFmedical_Caption_2024_train_022708,C4281599
ImageCLEFmedical_Caption_2024_train_022865,C0524470;C0206207
ImageCLEFmedical_Caption_2024_train_022894,C0015811
ImageCLEFmedical_Caption_2024_train_023224,C0007776
ImageCLEFmedical_Caption_2024_train_023261,C0206207
ImageCLEFmedical_Caption_2024_train_023265,C0206207
ImageCLEFmedical_Caption_2024_train_023266,C0206207
ImageCLEFmedical_Caption_2024_train_023347,C0301559
ImageCLEFmedical_Caption_2024_train_023461,C4281598;C0015811;C0206207
ImageCLEFmedical_Caption_2024_train_023696,C0030797
ImageCLEFmedical_Caption_2024_train_023709,C4281599
ImageCLEFmedical_Caption_2024_train_023710,C4281599
ImageCLEFmedical_Caption_2024_train_023712,C4281599
ImageCLEFmedical_Caption_2024_train_023713,C4281599
ImageCLEFmedical_Caption_2024_train_023832,C0015811
ImageCLEFmedical_Caption_2024_train_023833,C0015811
ImageCLEFmedical_Caption_2024_train_023834,C0015811
ImageCLEFmedical_Caption_2024_train_023835,C0015811
ImageCLEFmedical_Caption_2024_train_023971,C0021102
ImageCLEFmedical_Caption_2024_train_023983,C0025584
ImageCLEFmedical_Caption_2024_train_024088,C0524470
ImageCLEFmedical_Caption_2024_train_024116,C1266909
ImageCLEFmedical_Caption_2024_train_024133,C0007776
ImageCLEFmedical_Caption_2024_train_024338,C0015811
ImageCLEFmedical_Caption_2024_train_024379,C4281598
ImageCLEFmedical_Caption_2024_train_024380,C0015811;C0007776
ImageCLEFmedical_Caption_2024_train_024499,C0015811;C0301559
ImageCLEFmedical_Caption_2024_train_024760,C0030797;C0015813;C0015811
ImageCLEFmedical_Caption_2024_train_024815,C0007776;C0015811
ImageCLEFmedical_Caption_2024_train_024865,C4281599;C1261192;C0025584
ImageCLEFmedical_Caption_2024_train_024952,C0206207
ImageCLEFmedical_Caption_2024_train_025014,C0007776;C0004457
ImageCLEFmedical_Caption_2024_train_025079,C0301559
ImageCLEFmedical_Caption_2024_train_025083,C0015811;C0004457;C1261192
ImageCLEFmedical_Caption_2024_train_025163,C0206207
ImageCLEFmedical_Caption_2024_train_025216,C0030797
ImageCLEFmedical_Caption_2024_train_025230,C0301559
ImageCLEFmedical_Caption_2024_train_025293,C0015811
ImageCLEFmedical_Caption_2024_train_025295,C0015811
ImageCLEFmedical_Caption_2024_train_025296,C0015811
ImageCLEFmedical_Caption_2024_train_025767,C0007776;C0015811
ImageCLEFmedical_Caption_2024_train_025791,C0015811
ImageCLEFmedical_Caption_2024_train_025984,C0015811;C0007776
ImageCLEFmedical_Caption_2024_train_026238,C0025584;C0206207
ImageCLEFmedical_Caption_2024_train_026239,C0206207;C0301559
ImageCLEFmedical_Caption_2024_train_026258,C0030797;C0015813
ImageCLEFmedical_Caption_2024_train_026346,C1266909
ImageCLEFmedical_Caption_2024_train_026393,C0030797;C0015811
ImageCLEFmedical_Caption_2024_train_026462,C4281598
ImageCLEFmedical_Caption_2024_train_026472,C0004457;C0015811
ImageCLEFmedical_Caption_2024_train_026580,C4281599
ImageCLEFmedical_Caption_2024_train_026621,C0206207
ImageCLEFmedical_Caption_2024_train_026622,C0206207
ImageCLEFmedical_Caption_2024_train_026701,C0015811;C0005971
ImageCLEFmedical_Caption_2024_train_026749,C0030797;C0015811
ImageCLEFmedical_Caption_2024_train_026809,C0206207
ImageCLEFmedical_Caption_2024_train_026811,C0005971
ImageCLEFmedical_Caption_2024_train_026812,C0005971
ImageCLEFmedical_Caption_2024_train_026833,C4281599
ImageCLEFmedical_Caption_2024_train_026880,C0030797
ImageCLEFmedical_Caption_2024_train_026882,C0206207
ImageCLEFmedical_Caption_2024_train_026912,C0015811
ImageCLEFmedical_Caption_2024_train_026914,C0015811;C0301559
ImageCLEFmedical_Caption_2024_train_026941,C0007776
ImageCLEFmedical_Caption_2024_train_027236,C0524471
ImageCLEFmedical_Caption_2024_train_027243,C0004457;C0015811;C1261192
ImageCLEFmedical_Caption_2024_train_027542,C0206207;C4281598
ImageCLEFmedical_Caption_2024_train_027604,C0030797
ImageCLEFmedical_Caption_2024_train_027614,C0015811;C0206207
ImageCLEFmedical_Caption_2024_train_027630,C0015811
ImageCLEFmedical_Caption_2024_train_027804,C0524470
ImageCLEFmedical_Caption_2024_train_027913,C0015813
ImageCLEFmedical_Caption_2024_train_027914,C1261192
ImageCLEFmedical_Caption_2024_train_027915,C0004457
ImageCLEFmedical_Caption_2024_train_028215,C0030797
ImageCLEFmedical_Caption_2024_train_028398,C0015813
ImageCLEFmedical_Caption_2024_train_028400,C0015813
ImageCLEFmedical_Caption_2024_train_028556,C1266909
ImageCLEFmedical_Caption_2024_train_028624,C0524470
ImageCLEFmedical_Caption_2024_train_028625,C0524470
ImageCLEFmedical_Caption_2024_train_028651,C0015811;C0005971
ImageCLEFmedical_Caption_2024_train_028822,C0025584
ImageCLEFmedical_Caption_2024_train_028823,C0025584
ImageCLEFmedical_Caption_2024_train_028881,C0021102
ImageCLEFmedical_Caption_2024_train_028909,C0524471
ImageCLEFmedical_Caption_2024_train_028910,C0524471;C0015811
ImageCLEFmedical_Caption_2024_train_028966,C0301559;C0005971;C0015811;C1266909
ImageCLEFmedical_Caption_2024_train_028967,C0015811
ImageCLEFmedical_Caption_2024_train_029067,C0015811
ImageCLEFmedical_Caption_2024_train_029068,C0015811
ImageCLEFmedical_Caption_2024_train_029102,C0030797;C0301559
ImageCLEFmedical_Caption_2024_train_029137,C1261192
ImageCLEFmedical_Caption_2024_train_029143,C1261192
ImageCLEFmedical_Caption_2024_train_029209,C0030797
ImageCLEFmedical_Caption_2024_train_029416,C0025584
ImageCLEFmedical_Caption_2024_train_029621,C0015813
ImageCLEFmedical_Caption_2024_train_029637,C0004457
ImageCLEFmedical_Caption_2024_train_029651,C0004457
ImageCLEFmedical_Caption_2024_train_029652,C0004457;C0015811
ImageCLEFmedical_Caption_2024_train_029924,C1266909
ImageCLEFmedical_Caption_2024_train_029983,C0015811
ImageCLEFmedical_Caption_2024_train_030182,C0030797
ImageCLEFmedical_Caption_2024_train_030230,C4281598
ImageCLEFmedical_Caption_2024_train_030234,C0025584
ImageCLEFmedical_Caption_2024_train_030235,C0025584
ImageCLEFmedical_Caption_2024_train_030248,C0206207
ImageCLEFmedical_Caption_2024_train_030309,C0007776
ImageCLEFmedical_Caption_2024_train_030310,C0301559
