ID,CUIs
ImageCLEFmedical_Caption_2024_train_003407,C0085590
ImageCLEFmedical_Caption_2024_train_003572,C0085590
ImageCLEFmedical_Caption_2024_train_003573,C0085590
ImageCLEFmedical_Caption_2024_train_003656,C0038257
ImageCLEFmedical_Caption_2024_train_003657,C0038257
ImageCLEFmedical_Caption_2024_train_003660,C1261287;C1275670
ImageCLEFmedical_Caption_2024_train_003661,C0085590;C1275670;C0042591
ImageCLEFmedical_Caption_2024_train_003692,C0034052
ImageCLEFmedical_Caption_2024_train_003716,C0016169
ImageCLEFmedical_Caption_2024_train_003755,C1261287
ImageCLEFmedical_Caption_2024_train_003813,C0042591
ImageCLEFmedical_Caption_2024_train_003814,C1510412
ImageCLEFmedical_Caption_2024_train_003835,C0034052
ImageCLEFmedical_Caption_2024_train_003864,C0226032;C0038257
ImageCLEFmedical_Caption_2024_train_003865,C0226032
ImageCLEFmedical_Caption_2024_train_003903,C1261316;C1261082;C0018787;C0085590
ImageCLEFmedical_Caption_2024_train_003915,C1261287
ImageCLEFmedical_Caption_2024_train_003920,C1947917
ImageCLEFmedical_Caption_2024_train_003924,C1275670;C0042591;C0034052
ImageCLEFmedical_Caption_2024_train_003957,C0001168;C0226032;C0226037
ImageCLEFmedical_Caption_2024_train_003958,C0226032
ImageCLEFmedical_Caption_2024_train_003974,C1947917
ImageCLEFmedical_Caption_2024_train_004013,C0038257
ImageCLEFmedical_Caption_2024_train_004027,C0001168
ImageCLEFmedical_Caption_2024_train_004030,C0001168
ImageCLEFmedical_Caption_2024_train_004032,C1947917
ImageCLEFmedical_Caption_2024_train_004033,C0038257
ImageCLEFmedical_Caption_2024_train_004071,C1510412;C0002940
ImageCLEFmedical_Caption_2024_train_004104,C1261082
ImageCLEFmedical_Caption_2024_train_004105,C1261082
ImageCLEFmedical_Caption_2024_train_004128,C1275670
ImageCLEFmedical_Caption_2024_train_004206,C0226032;C0002940
ImageCLEFmedical_Caption_2024_train_004217,C1261287
ImageCLEFmedical_Caption_2024_train_004258,C1510412
ImageCLEFmedical_Caption_2024_train_004280,C1275670
ImageCLEFmedical_Caption_2024_train_004282,C1275670;C0034052;C1261316
ImageCLEFmedical_Caption_2024_train_004328,C0085590
ImageCLEFmedical_Caption_2024_train_004330,C0038257
ImageCLEFmedical_Caption_2024_train_004508,C0085590
ImageCLEFmedical_Caption_2024_train_004552,C1510412;C0042591
ImageCLEFmedical_Caption_2024_train_004583,C1261287
ImageCLEFmedical_Caption_2024_train_004640,C0085590
ImageCLEFmedical_Caption_2024_train_004672,C0042591
ImageCLEFmedical_Caption_2024_train_004703,C0001168
ImageCLEFmedical_Caption_2024_train_004729,C1261287
ImageCLEFmedical_Caption_2024_train_004743,C1947917;C1275670
ImageCLEFmedical_Caption_2024_train_004744,C0038257;C1275670;C0085590
ImageCLEFmedical_Caption_2024_train_004745,C0038257
ImageCLEFmedical_Caption_2024_train_004769,C0001168;C0226032
ImageCLEFmedical_Caption_2024_train_004770,C0038257;C0226032
ImageCLEFmedical_Caption_2024_train_004771,C0226037;C1947917;C0226032;C0038257
ImageCLEFmedical_Caption_2024_train_004772,C1947917;C0226032
ImageCLEFmedical_Caption_2024_train_004773,C0038257
ImageCLEFmedical_Caption_2024_train_004774,C0226037;C0226032
ImageCLEFmedical_Caption_2024_train_004779,C0042591;C1510412
ImageCLEFmedical_Caption_2024_train_004841,C1261316;C1261082;C0034052;C1275670
ImageCLEFmedical_Caption_2024_train_004844,C0034052;C0042591;C1947917
ImageCLEFmedical_Caption_2024_train_004893,C0205097;C1947917;C0018787
ImageCLEFmedical_Caption_2024_train_004907,C0016169
ImageCLEFmedical_Caption_2024_train_004946,C0002940;C1261287
ImageCLEFmedical_Caption_2024_train_004975,C0038257
ImageCLEFmedical_Caption_2024_train_005055,C0085590;C0001168
ImageCLEFmedical_Caption_2024_train_005060,C1261287;C0034052;C0001168
ImageCLEFmedical_Caption_2024_train_005150,C1261287;C0226032
ImageCLEFmedical_Caption_2024_train_005202,C0018787
ImageCLEFmedical_Caption_2024_train_005212,C0226032;C0226037;C0002940
ImageCLEFmedical_Caption_2024_train_005219,C0002940;C1510412;C0034052
ImageCLEFmedical_Caption_2024_train_005309,C0001168
ImageCLEFmedical_Caption_2024_train_005325,C0226037;C0205097
ImageCLEFmedical_Caption_2024_train_005326,C0226037;C0205097
ImageCLEFmedical_Caption_2024_train_005380,C1275670
ImageCLEFmedical_Caption_2024_train_005381,C1261287
ImageCLEFmedical_Caption_2024_train_005382,C1510412
ImageCLEFmedical_Caption_2024_train_005383,C0001168;C1510412
ImageCLEFmedical_Caption_2024_train_005400,C1510412
ImageCLEFmedical_Caption_2024_train_005428,C1261287;C0226032
ImageCLEFmedical_Caption_2024_train_005429,C0226032
ImageCLEFmedical_Caption_2024_train_005444,C0034052
ImageCLEFmedical_Caption_2024_train_005445,C0034052
ImageCLEFmedical_Caption_2024_train_005446,C1947917
ImageCLEFmedical_Caption_2024_train_005456,C0226032
ImageCLEFmedical_Caption_2024_train_005559,C0042591
ImageCLEFmedical_Caption_2024_train_005588,C1261316
ImageCLEFmedical_Caption_2024_train_005589,C1261316
ImageCLEFmedical_Caption_2024_train_005590,C1261082
ImageCLEFmedical_Caption_2024_train_005657,C0085590
ImageCLEFmedical_Caption_2024_train_005723,C1261287;C0226032
ImageCLEFmedical_Caption_2024_train_005742,C1947917;C0226032
ImageCLEFmedical_Caption_2024_train_005743,C0018787
ImageCLEFmedical_Caption_2024_train_005809,C1261082
ImageCLEFmedical_Caption_2024_train_005920,C1261316
ImageCLEFmedical_Caption_2024_train_005922,C1261316
ImageCLEFmedical_Caption_2024_train_005987,C1275670;C0034052
ImageCLEFmedical_Caption_2024_train_006045,C1261287
ImageCLEFmedical_Caption_2024_train_006046,C1947917;C0038257
ImageCLEFmedical_Caption_2024_train_006047,C1261287
ImageCLEFmedical_Caption_2024_train_006048,C0038257
ImageCLEFmedical_Caption_2024_train_006086,C1947917;C1261316
ImageCLEFmedical_Caption_2024_train_006087,C0001168;C1261316
ImageCLEFmedical_Caption_2024_train_006088,C1947917
ImageCLEFmedical_Caption_2024_train_006089,C0038257
ImageCLEFmedical_Caption_2024_train_006106,C0226032
ImageCLEFmedical_Caption_2024_train_006107,C0226037
ImageCLEFmedical_Caption_2024_train_006120,C1947917;C0085590
ImageCLEFmedical_Caption_2024_train_006262,C0038257
ImageCLEFmedical_Caption_2024_train_006293,C0085590
ImageCLEFmedical_Caption_2024_train_006427,C0205097;C0226037;C1261082
ImageCLEFmedical_Caption_2024_train_006477,C1261082
ImageCLEFmedical_Caption_2024_train_006522,C0085590
ImageCLEFmedical_Caption_2024_train_006533,C0085590;C1947917
ImageCLEFmedical_Caption_2024_train_006534,C0085590;C1947917
ImageCLEFmedical_Caption_2024_train_006648,C1261287
ImageCLEFmedical_Caption_2024_train_006649,C0018787;C1261287
ImageCLEFmedical_Caption_2024_train_006728,C1510412
ImageCLEFmedical_Caption_2024_train_006731,C1510412
ImageCLEFmedical_Caption_2024_train_006732,C1510412;C1947917
ImageCLEFmedical_Caption_2024_train_006755,C0001168
ImageCLEFmedical_Caption_2024_train_006762,C0205097;C1261082;C0002940
ImageCLEFmedical_Caption_2024_train_006780,C1275670;C0042591
ImageCLEFmedical_Caption_2024_train_006783,C0038257;C0034052
ImageCLEFmedical_Caption_2024_train_006814,C0002940
ImageCLEFmedical_Caption_2024_train_006829,C1947917
ImageCLEFmedical_Caption_2024_train_006842,C1947917
ImageCLEFmedical_Caption_2024_train_006869,C1261082
ImageCLEFmedical_Caption_2024_train_006875,C0018787
ImageCLEFmedical_Caption_2024_train_006879,C1261316
ImageCLEFmedical_Caption_2024_train_006959,C0038257
ImageCLEFmedical_Caption_2024_train_006982,C1510412;C0034052
ImageCLEFmedical_Caption_2024_train_007082,C0038257;C0002940
ImageCLEFmedical_Caption_2024_train_007107,C0002940
ImageCLEFmedical_Caption_2024_train_007162,C0226032;C0226037
ImageCLEFmedical_Caption_2024_train_007244,C0085590
ImageCLEFmedical_Caption_2024_train_007260,C0042591
ImageCLEFmedical_Caption_2024_train_007418,C0018787
ImageCLEFmedical_Caption_2024_train_007427,C0002940;C1261316;C1261287;C0034052
ImageCLEFmedical_Caption_2024_train_007428,C0001168;C0018787
ImageCLEFmedical_Caption_2024_train_007553,C0002940;C0038257
ImageCLEFmedical_Caption_2024_train_007662,C0038257;C1261287
ImageCLEFmedical_Caption_2024_train_007663,C0038257
ImageCLEFmedical_Caption_2024_train_007664,C0038257
ImageCLEFmedical_Caption_2024_train_007725,C1510412
ImageCLEFmedical_Caption_2024_train_007726,C0042591;C1510412
ImageCLEFmedical_Caption_2024_train_007754,C0034052
ImageCLEFmedical_Caption_2024_train_007780,C0205097;C0226032
ImageCLEFmedical_Caption_2024_train_007864,C1261287;C0226032
ImageCLEFmedical_Caption_2024_train_007899,C1261316;C0226032;C0034052
ImageCLEFmedical_Caption_2024_train_008002,C1947917
ImageCLEFmedical_Caption_2024_train_008004,C0038257
ImageCLEFmedical_Caption_2024_train_008005,C0038257
ImageCLEFmedical_Caption_2024_train_008040,C0001168;C0226037
ImageCLEFmedical_Caption_2024_train_008041,C1261287;C0226037;C1261316
ImageCLEFmedical_Caption_2024_train_008144,C0038257;C1510412
ImageCLEFmedical_Caption_2024_train_008168,C0001168
ImageCLEFmedical_Caption_2024_train_008178,C0085590
ImageCLEFmedical_Caption_2024_train_008196,C1510412;C0034052
ImageCLEFmedical_Caption_2024_train_008197,C1510412
ImageCLEFmedical_Caption_2024_train_008199,C0042591;C1510412
ImageCLEFmedical_Caption_2024_train_008200,C0042591;C1510412
ImageCLEFmedical_Caption_2024_train_008201,C0042591;C1510412
ImageCLEFmedical_Caption_2024_train_008250,C0018787
ImageCLEFmedical_Caption_2024_train_008293,C0018787
ImageCLEFmedical_Caption_2024_train_008358,C1261082
ImageCLEFmedical_Caption_2024_train_008360,C1261082
ImageCLEFmedical_Caption_2024_train_008361,C0001168
ImageCLEFmedical_Caption_2024_train_008397,C1261287
ImageCLEFmedical_Caption_2024_train_008406,C0002940
ImageCLEFmedical_Caption_2024_train_008431,C0226032
ImageCLEFmedical_Caption_2024_train_008432,C0226032
ImageCLEFmedical_Caption_2024_train_008453,C1261287;C0001168
ImageCLEFmedical_Caption_2024_train_008532,C0226032
ImageCLEFmedical_Caption_2024_train_008585,C0016169;C0034052
ImageCLEFmedical_Caption_2024_train_008586,C0016169
ImageCLEFmedical_Caption_2024_train_008587,C0001168;C0016169
ImageCLEFmedical_Caption_2024_train_008602,C1510412
ImageCLEFmedical_Caption_2024_train_008603,C0002940;C0038257
ImageCLEFmedical_Caption_2024_train_008638,C1261082
ImageCLEFmedical_Caption_2024_train_008639,C1261316
ImageCLEFmedical_Caption_2024_train_008658,C0226032
ImageCLEFmedical_Caption_2024_train_008660,C0226032;C0001168
ImageCLEFmedical_Caption_2024_train_008661,C1261287;C0226032
ImageCLEFmedical_Caption_2024_train_008662,C0226032;C0038257
ImageCLEFmedical_Caption_2024_train_008663,C0042591;C0226032;C1947917
ImageCLEFmedical_Caption_2024_train_008664,C0226032;C0038257
ImageCLEFmedical_Caption_2024_train_008672,C0042591
ImageCLEFmedical_Caption_2024_train_008701,C0002940
ImageCLEFmedical_Caption_2024_train_008714,C1947917;C0226032;C0226037
ImageCLEFmedical_Caption_2024_train_008715,C1261316
ImageCLEFmedical_Caption_2024_train_008716,C0226032;C0226037
ImageCLEFmedical_Caption_2024_train_008800,C1261287;C0226032;C0034052
ImageCLEFmedical_Caption_2024_train_008868,C0085590
ImageCLEFmedical_Caption_2024_train_008892,C0042591
ImageCLEFmedical_Caption_2024_train_008898,C0226037
ImageCLEFmedical_Caption_2024_train_008899,C0038257
ImageCLEFmedical_Caption_2024_train_008900,C0038257
ImageCLEFmedical_Caption_2024_train_008901,C0038257
ImageCLEFmedical_Caption_2024_train_008911,C0016169
ImageCLEFmedical_Caption_2024_train_008915,C0016169
ImageCLEFmedical_Caption_2024_train_008916,C0016169
ImageCLEFmedical_Caption_2024_train_008934,C1261316;C0038257
ImageCLEFmedical_Caption_2024_train_008935,C1261316
ImageCLEFmedical_Caption_2024_train_008936,C0226032;C0038257
ImageCLEFmedical_Caption_2024_train_008957,C1510412
ImageCLEFmedical_Caption_2024_train_008958,C1510412
ImageCLEFmedical_Caption_2024_train_009042,C1261287
ImageCLEFmedical_Caption_2024_train_009064,C0038257
ImageCLEFmedical_Caption_2024_train_009142,C1947917
ImageCLEFmedical_Caption_2024_train_009143,C0002940;C0038257
ImageCLEFmedical_Caption_2024_train_009144,C0002940
ImageCLEFmedical_Caption_2024_train_009211,C1947917
ImageCLEFmedical_Caption_2024_train_009288,C0038257
ImageCLEFmedical_Caption_2024_train_009289,C0038257;C0085590
ImageCLEFmedical_Caption_2024_train_009290,C0085590
ImageCLEFmedical_Caption_2024_train_009291,C0038257
ImageCLEFmedical_Caption_2024_train_009292,C0038257
ImageCLEFmedical_Caption_2024_train_009294,C0038257;C1261287
ImageCLEFmedical_Caption_2024_train_009296,C0038257
ImageCLEFmedical_Caption_2024_train_009297,C0038257
ImageCLEFmedical_Caption_2024_train_009442,C0038257;C0226032
ImageCLEFmedical_Caption_2024_train_009443,C0034052;C0001168;C0226032
ImageCLEFmedical_Caption_2024_train_009444,C0001168;C1261082
ImageCLEFmedical_Caption_2024_train_009445,C1261316;C1275670;C1947917;C0226032;C1261287
ImageCLEFmedical_Caption_2024_train_009471,C0034052
ImageCLEFmedical_Caption_2024_train_009476,C1261287;C0226032
ImageCLEFmedical_Caption_2024_train_009477,C0226032
ImageCLEFmedical_Caption_2024_train_009540,C0018787;C0226037;C0034052
ImageCLEFmedical_Caption_2024_train_009559,C1947917;C1261316
ImageCLEFmedical_Caption_2024_train_009581,C1261287;C1261082;C1261316;C0085590;C0226032;C0226037
ImageCLEFmedical_Caption_2024_train_009629,C0226032
ImageCLEFmedical_Caption_2024_train_009630,C0226032
ImageCLEFmedical_Caption_2024_train_009660,C1947917;C0042591
ImageCLEFmedical_Caption_2024_train_009672,C1510412
ImageCLEFmedical_Caption_2024_train_009674,C0002940
ImageCLEFmedical_Caption_2024_train_009721,C0226032;C0018787
ImageCLEFmedical_Caption_2024_train_009777,C1261287
ImageCLEFmedical_Caption_2024_train_009783,C1261082;C1261287;C0226032
ImageCLEFmedical_Caption_2024_train_009784,C0038257;C0226032;C0034052
ImageCLEFmedical_Caption_2024_train_009787,C0038257
ImageCLEFmedical_Caption_2024_train_009836,C1947917
ImageCLEFmedical_Caption_2024_train_009843,C0226032;C1261287
ImageCLEFmedical_Caption_2024_train_009870,C0002940
ImageCLEFmedical_Caption_2024_train_009921,C1261316;C0038257
ImageCLEFmedical_Caption_2024_train_009956,C0018787
ImageCLEFmedical_Caption_2024_train_010009,C1261082;C0001168;C0226032;C0226037
ImageCLEFmedical_Caption_2024_train_010018,C0038257;C0002940
ImageCLEFmedical_Caption_2024_train_010115,C0038257;C0002940;C0042591
ImageCLEFmedical_Caption_2024_train_010138,C0002940
ImageCLEFmedical_Caption_2024_train_010150,C0001168
ImageCLEFmedical_Caption_2024_train_010151,C0038257
ImageCLEFmedical_Caption_2024_train_010168,C0018787
ImageCLEFmedical_Caption_2024_train_010210,C1261287;C1275670;C0042591
ImageCLEFmedical_Caption_2024_train_010223,C0038257
ImageCLEFmedical_Caption_2024_train_010284,C1261316;C1947917
ImageCLEFmedical_Caption_2024_train_010300,C1510412
ImageCLEFmedical_Caption_2024_train_010310,C0001168;C1275670
ImageCLEFmedical_Caption_2024_train_010462,C1947917;C1261316
ImageCLEFmedical_Caption_2024_train_010472,C0205097;C0034052
ImageCLEFmedical_Caption_2024_train_010494,C1510412
ImageCLEFmedical_Caption_2024_train_010515,C0226032
ImageCLEFmedical_Caption_2024_train_010516,C0205097;C0226032
ImageCLEFmedical_Caption_2024_train_010517,C0226032
ImageCLEFmedical_Caption_2024_train_010518,C0226032
ImageCLEFmedical_Caption_2024_train_010519,C0038257
ImageCLEFmedical_Caption_2024_train_010543,C0042591;C1510412
ImageCLEFmedical_Caption_2024_train_010643,C1510412
ImageCLEFmedical_Caption_2024_train_010660,C0016169
ImageCLEFmedical_Caption_2024_train_010661,C0001168;C0016169;C0034052
ImageCLEFmedical_Caption_2024_train_010683,C0038257
ImageCLEFmedical_Caption_2024_train_010746,C1261287;C0226032
ImageCLEFmedical_Caption_2024_train_010805,C0034052
ImageCLEFmedical_Caption_2024_train_010893,C0001168
ImageCLEFmedical_Caption_2024_train_010936,C0085590
ImageCLEFmedical_Caption_2024_train_010945,C0226037;C1261082
ImageCLEFmedical_Caption_2024_train_011024,C0085590
ImageCLEFmedical_Caption_2024_train_011142,C1510412
ImageCLEFmedical_Caption_2024_train_011147,C0016169;C0226032
ImageCLEFmedical_Caption_2024_train_011149,C0002940;C1261082;C1261316
ImageCLEFmedical_Caption_2024_train_011150,C0002940;C0018787;C1261082
ImageCLEFmedical_Caption_2024_train_011154,C0226032;C1261287
ImageCLEFmedical_Caption_2024_train_011155,C0038257;C0042591
ImageCLEFmedical_Caption_2024_train_011233,C0018787
ImageCLEFmedical_Caption_2024_train_011268,C1261287;C0226032
ImageCLEFmedical_Caption_2024_train_011276,C0226032
ImageCLEFmedical_Caption_2024_train_011316,C1261287
ImageCLEFmedical_Caption_2024_train_011337,C0001168
ImageCLEFmedical_Caption_2024_train_011379,C1261287;C1275670
ImageCLEFmedical_Caption_2024_train_011380,C0038257;C1275670
ImageCLEFmedical_Caption_2024_train_011425,C1261316
ImageCLEFmedical_Caption_2024_train_011684,C0001168;C1261082
ImageCLEFmedical_Caption_2024_train_011734,C0016169
ImageCLEFmedical_Caption_2024_train_011735,C0016169
ImageCLEFmedical_Caption_2024_train_011736,C0034052;C0016169
ImageCLEFmedical_Caption_2024_train_011759,C0038257
ImageCLEFmedical_Caption_2024_train_011790,C0001168;C1261316;C1275670;C0034052
ImageCLEFmedical_Caption_2024_train_011791,C0038257
ImageCLEFmedical_Caption_2024_train_011834,C0034052
ImageCLEFmedical_Caption_2024_train_012022,C1261287
ImageCLEFmedical_Caption_2024_train_012096,C0085590
ImageCLEFmedical_Caption_2024_train_012125,C0085590;C1275670;C1947917
ImageCLEFmedical_Caption_2024_train_012126,C0034052
ImageCLEFmedical_Caption_2024_train_012176,C0085590
ImageCLEFmedical_Caption_2024_train_012260,C0034052
ImageCLEFmedical_Caption_2024_train_012313,C0042591
ImageCLEFmedical_Caption_2024_train_012314,C0042591
ImageCLEFmedical_Caption_2024_train_012315,C0042591
ImageCLEFmedical_Caption_2024_train_012352,C1261316
ImageCLEFmedical_Caption_2024_train_012360,C0085590
ImageCLEFmedical_Caption_2024_train_012382,C0018787
ImageCLEFmedical_Caption_2024_train_012383,C1947917
ImageCLEFmedical_Caption_2024_train_012384,C0038257
ImageCLEFmedical_Caption_2024_train_012385,C1261287;C0038257
ImageCLEFmedical_Caption_2024_train_012399,C0001168;C0226032
ImageCLEFmedical_Caption_2024_train_012409,C0001168;C1275670;C0042591
ImageCLEFmedical_Caption_2024_train_012415,C0034052
ImageCLEFmedical_Caption_2024_train_012416,C0042591
ImageCLEFmedical_Caption_2024_train_012473,C0205097
ImageCLEFmedical_Caption_2024_train_012474,C0205097
ImageCLEFmedical_Caption_2024_train_012534,C1261316;C1261287
ImageCLEFmedical_Caption_2024_train_012535,C1261316
ImageCLEFmedical_Caption_2024_train_012549,C0038257
ImageCLEFmedical_Caption_2024_train_012687,C0018787
ImageCLEFmedical_Caption_2024_train_012693,C1261287
ImageCLEFmedical_Caption_2024_train_012790,C1947917
ImageCLEFmedical_Caption_2024_train_012866,C1947917;C0042591;C0205097
ImageCLEFmedical_Caption_2024_train_012883,C0002940
ImageCLEFmedical_Caption_2024_train_012917,C0226032;C0001168
ImageCLEFmedical_Caption_2024_train_012918,C0226032
