ID,CUIs
ImageCLEFmedical_Caption_2024_train_003683,C0003501
ImageCLEFmedical_Caption_2024_train_003701,C0031039
ImageCLEFmedical_Caption_2024_train_003702,C0205207
ImageCLEFmedical_Caption_2024_train_003728,C0444611
ImageCLEFmedical_Caption_2024_train_003729,C0444611
ImageCLEFmedical_Caption_2024_train_003795,C0205207
ImageCLEFmedical_Caption_2024_train_003803,C0042149
ImageCLEFmedical_Caption_2024_train_003805,C0042149
ImageCLEFmedical_Caption_2024_train_003832,C0028259
ImageCLEFmedical_Caption_2024_train_003842,C0018787
ImageCLEFmedical_Caption_2024_train_003843,C0444611
ImageCLEFmedical_Caption_2024_train_003875,C0026264
ImageCLEFmedical_Caption_2024_train_003886,C0016976
ImageCLEFmedical_Caption_2024_train_003944,C0018792;C0225844;C0225860
ImageCLEFmedical_Caption_2024_train_003966,C0003501;C0225897;C0018827
ImageCLEFmedical_Caption_2024_train_003967,C0003501;C0225897
ImageCLEFmedical_Caption_2024_train_003978,C0225860
ImageCLEFmedical_Caption_2024_train_003998,C0205207
ImageCLEFmedical_Caption_2024_train_004006,C0018787;C0026264
ImageCLEFmedical_Caption_2024_train_004007,C0026264
ImageCLEFmedical_Caption_2024_train_004056,C0087086
ImageCLEFmedical_Caption_2024_train_004076,C0018787
ImageCLEFmedical_Caption_2024_train_004077,C0018787;C0003483
ImageCLEFmedical_Caption_2024_train_004078,C0225860;C0225844
ImageCLEFmedical_Caption_2024_train_004082,C0031039
ImageCLEFmedical_Caption_2024_train_004083,C0031039
ImageCLEFmedical_Caption_2024_train_004088,C0225897;C0087086
ImageCLEFmedical_Caption_2024_train_004096,C0205207
ImageCLEFmedical_Caption_2024_train_004143,C0225860
ImageCLEFmedical_Caption_2024_train_004144,C0031039
ImageCLEFmedical_Caption_2024_train_004195,C0042149
ImageCLEFmedical_Caption_2024_train_004201,C0444611
ImageCLEFmedical_Caption_2024_train_004204,C0225897
ImageCLEFmedical_Caption_2024_train_004218,C0028259;C0205207
ImageCLEFmedical_Caption_2024_train_004219,C0028259;C0205207
ImageCLEFmedical_Caption_2024_train_004234,C0225897
ImageCLEFmedical_Caption_2024_train_004274,C0205207
ImageCLEFmedical_Caption_2024_train_004314,C0016976
ImageCLEFmedical_Caption_2024_train_004354,C0087086
ImageCLEFmedical_Caption_2024_train_004449,C0018827
ImageCLEFmedical_Caption_2024_train_004451,C0026264
ImageCLEFmedical_Caption_2024_train_004488,C0016976;C0444611
ImageCLEFmedical_Caption_2024_train_004534,C0444611
ImageCLEFmedical_Caption_2024_train_004535,C0444611
ImageCLEFmedical_Caption_2024_train_004542,C0087086
ImageCLEFmedical_Caption_2024_train_004561,C0018827
ImageCLEFmedical_Caption_2024_train_004665,C0023884
ImageCLEFmedical_Caption_2024_train_004675,C0018827
ImageCLEFmedical_Caption_2024_train_004676,C0018827
ImageCLEFmedical_Caption_2024_train_004681,C0444611
ImageCLEFmedical_Caption_2024_train_004712,C0205207
ImageCLEFmedical_Caption_2024_train_004737,C0031039;C0225883;C0225844
ImageCLEFmedical_Caption_2024_train_004750,C0018792
ImageCLEFmedical_Caption_2024_train_004763,C0023884
ImageCLEFmedical_Caption_2024_train_004768,C0023884
ImageCLEFmedical_Caption_2024_train_004882,C0225860;C0225897;C0225844
ImageCLEFmedical_Caption_2024_train_004887,C0225897;C0003483;C0003501
ImageCLEFmedical_Caption_2024_train_004888,C0225883
ImageCLEFmedical_Caption_2024_train_004910,C0018792;C0018827
ImageCLEFmedical_Caption_2024_train_004921,C0028259
ImageCLEFmedical_Caption_2024_train_004971,C0018792
ImageCLEFmedical_Caption_2024_train_004973,C0018827
ImageCLEFmedical_Caption_2024_train_004977,C0444611
ImageCLEFmedical_Caption_2024_train_004992,C0003501
ImageCLEFmedical_Caption_2024_train_005007,C0042149
ImageCLEFmedical_Caption_2024_train_005034,C0087086
ImageCLEFmedical_Caption_2024_train_005050,C0225883;C0225844
ImageCLEFmedical_Caption_2024_train_005051,C0225883;C0225844;C0225897;C0225860
ImageCLEFmedical_Caption_2024_train_005076,C0205207
ImageCLEFmedical_Caption_2024_train_005077,C0031039
ImageCLEFmedical_Caption_2024_train_005086,C0205207
ImageCLEFmedical_Caption_2024_train_005092,C0023884
ImageCLEFmedical_Caption_2024_train_005093,C0042149
ImageCLEFmedical_Caption_2024_train_005111,C0225860;C0087086
ImageCLEFmedical_Caption_2024_train_005112,C0018792
ImageCLEFmedical_Caption_2024_train_005125,C0016976;C0444611
ImageCLEFmedical_Caption_2024_train_005155,C0031039
ImageCLEFmedical_Caption_2024_train_005156,C0031039
ImageCLEFmedical_Caption_2024_train_005183,C0018827
ImageCLEFmedical_Caption_2024_train_005184,C0018827;C0026264
ImageCLEFmedical_Caption_2024_train_005237,C0042149
ImageCLEFmedical_Caption_2024_train_005238,C0018787
ImageCLEFmedical_Caption_2024_train_005271,C0003483
ImageCLEFmedical_Caption_2024_train_005340,C0003501
ImageCLEFmedical_Caption_2024_train_005407,C0225897
ImageCLEFmedical_Caption_2024_train_005423,C0042149
ImageCLEFmedical_Caption_2024_train_005424,C0042149
ImageCLEFmedical_Caption_2024_train_005453,C0225883
ImageCLEFmedical_Caption_2024_train_005457,C0018827;C0225897;C0225883;C1269894
ImageCLEFmedical_Caption_2024_train_005472,C0225860;C0026264;C0225897
ImageCLEFmedical_Caption_2024_train_005491,C0018787
ImageCLEFmedical_Caption_2024_train_005507,C0003501
ImageCLEFmedical_Caption_2024_train_005583,C0042149
ImageCLEFmedical_Caption_2024_train_005586,C0225860;C1269894;C0225897
ImageCLEFmedical_Caption_2024_train_005587,C0225860;C0225897
ImageCLEFmedical_Caption_2024_train_005661,C0028259
ImageCLEFmedical_Caption_2024_train_005709,C0087086
ImageCLEFmedical_Caption_2024_train_005710,C0087086
ImageCLEFmedical_Caption_2024_train_005711,C0087086;C0225897
ImageCLEFmedical_Caption_2024_train_005745,C0087086
ImageCLEFmedical_Caption_2024_train_005756,C0205207
ImageCLEFmedical_Caption_2024_train_005770,C0023884;C0016976
ImageCLEFmedical_Caption_2024_train_005820,C0018787;C0225844;C0225860
ImageCLEFmedical_Caption_2024_train_005821,C0018787;C0225844;C0225860
ImageCLEFmedical_Caption_2024_train_005904,C0016976
ImageCLEFmedical_Caption_2024_train_005925,C0023884
ImageCLEFmedical_Caption_2024_train_005957,C0023884
ImageCLEFmedical_Caption_2024_train_005959,C0023884
ImageCLEFmedical_Caption_2024_train_005990,C0205207;C0023884
ImageCLEFmedical_Caption_2024_train_006020,C0225860;C0225844;C0003501
ImageCLEFmedical_Caption_2024_train_006029,C0225844
ImageCLEFmedical_Caption_2024_train_006030,C0225844
ImageCLEFmedical_Caption_2024_train_006031,C0225844
ImageCLEFmedical_Caption_2024_train_006103,C0003501;C0003483;C0225844;C0225883
ImageCLEFmedical_Caption_2024_train_006104,C0225883;C0003483;C0225860;C0225844
ImageCLEFmedical_Caption_2024_train_006125,C0225860
ImageCLEFmedical_Caption_2024_train_006126,C0225860
ImageCLEFmedical_Caption_2024_train_006141,C0087086
ImageCLEFmedical_Caption_2024_train_006146,C0205207
ImageCLEFmedical_Caption_2024_train_006175,C0031039
ImageCLEFmedical_Caption_2024_train_006194,C0225860;C0225883
ImageCLEFmedical_Caption_2024_train_006197,C0225844
ImageCLEFmedical_Caption_2024_train_006277,C0018787;C0087086;C0225897
ImageCLEFmedical_Caption_2024_train_006323,C0444611
ImageCLEFmedical_Caption_2024_train_006349,C0205207
ImageCLEFmedical_Caption_2024_train_006351,C0205207
ImageCLEFmedical_Caption_2024_train_006422,C0028259
ImageCLEFmedical_Caption_2024_train_006440,C0031039
ImageCLEFmedical_Caption_2024_train_006446,C0026264
ImageCLEFmedical_Caption_2024_train_006481,C0031039
ImageCLEFmedical_Caption_2024_train_006508,C0003483;C1269894
ImageCLEFmedical_Caption_2024_train_006529,C0042149
ImageCLEFmedical_Caption_2024_train_006541,C0003483
ImageCLEFmedical_Caption_2024_train_006570,C0225897;C0225883
ImageCLEFmedical_Caption_2024_train_006572,C0018792
ImageCLEFmedical_Caption_2024_train_006573,C0225897
ImageCLEFmedical_Caption_2024_train_006618,C0031039;C0225883;C1269894;C0225897
ImageCLEFmedical_Caption_2024_train_006619,C0031039
ImageCLEFmedical_Caption_2024_train_006627,C0016976
ImageCLEFmedical_Caption_2024_train_006639,C0018787;C0003501;C0027551
ImageCLEFmedical_Caption_2024_train_006662,C0087086
ImageCLEFmedical_Caption_2024_train_006663,C0087086
ImageCLEFmedical_Caption_2024_train_006693,C0205207
ImageCLEFmedical_Caption_2024_train_006718,C0042149
ImageCLEFmedical_Caption_2024_train_006719,C0042149
ImageCLEFmedical_Caption_2024_train_006734,C0016976
ImageCLEFmedical_Caption_2024_train_006750,C0225897
ImageCLEFmedical_Caption_2024_train_006784,C0225897;C0026264
ImageCLEFmedical_Caption_2024_train_006785,C0026264
ImageCLEFmedical_Caption_2024_train_006788,C0205207
ImageCLEFmedical_Caption_2024_train_006860,C0018827;C0031039
ImageCLEFmedical_Caption_2024_train_006876,C0225897;C1269894;C0003483
ImageCLEFmedical_Caption_2024_train_006878,C0028259
ImageCLEFmedical_Caption_2024_train_006891,C0003483
ImageCLEFmedical_Caption_2024_train_006900,C0003483;C0225860;C0225897;C0225883
ImageCLEFmedical_Caption_2024_train_006901,C0225897;C0225844;C0225883
ImageCLEFmedical_Caption_2024_train_006917,C0225883
ImageCLEFmedical_Caption_2024_train_006940,C0225844;C0018827
ImageCLEFmedical_Caption_2024_train_006963,C0027551
ImageCLEFmedical_Caption_2024_train_006964,C0042149;C0444611
ImageCLEFmedical_Caption_2024_train_006968,C0042149
ImageCLEFmedical_Caption_2024_train_006983,C0027551
ImageCLEFmedical_Caption_2024_train_007013,C0444611
ImageCLEFmedical_Caption_2024_train_007029,C0031039
ImageCLEFmedical_Caption_2024_train_007037,C0003483
ImageCLEFmedical_Caption_2024_train_007094,C0444611
ImageCLEFmedical_Caption_2024_train_007095,C0087086;C0225860
ImageCLEFmedical_Caption_2024_train_007139,C0027551
ImageCLEFmedical_Caption_2024_train_007140,C0003501;C0026264
ImageCLEFmedical_Caption_2024_train_007207,C0023884
ImageCLEFmedical_Caption_2024_train_007210,C0205207
ImageCLEFmedical_Caption_2024_train_007215,C0205207
ImageCLEFmedical_Caption_2024_train_007262,C0016976;C0444611
ImageCLEFmedical_Caption_2024_train_007271,C0042149
ImageCLEFmedical_Caption_2024_train_007288,C0087086;C0018827
ImageCLEFmedical_Caption_2024_train_007297,C0205207;C0444611
ImageCLEFmedical_Caption_2024_train_007314,C0225860;C0225897;C0225844;C0225883
ImageCLEFmedical_Caption_2024_train_007315,C0225860;C0225897;C0225844;C0225883
ImageCLEFmedical_Caption_2024_train_007319,C0444611
ImageCLEFmedical_Caption_2024_train_007326,C0225883
ImageCLEFmedical_Caption_2024_train_007336,C0042149
ImageCLEFmedical_Caption_2024_train_007350,C0023884
ImageCLEFmedical_Caption_2024_train_007351,C0023884;C0016976
ImageCLEFmedical_Caption_2024_train_007352,C0023884
ImageCLEFmedical_Caption_2024_train_007353,C0023884
ImageCLEFmedical_Caption_2024_train_007354,C0023884
ImageCLEFmedical_Caption_2024_train_007355,C0023884
ImageCLEFmedical_Caption_2024_train_007458,C0087086;C0225897
ImageCLEFmedical_Caption_2024_train_007459,C0018827
ImageCLEFmedical_Caption_2024_train_007493,C0027551
ImageCLEFmedical_Caption_2024_train_007494,C0027551
ImageCLEFmedical_Caption_2024_train_007580,C0444611
ImageCLEFmedical_Caption_2024_train_007629,C0225860
ImageCLEFmedical_Caption_2024_train_007630,C0225844;C0018827
ImageCLEFmedical_Caption_2024_train_007650,C0225897
ImageCLEFmedical_Caption_2024_train_007651,C0018827
ImageCLEFmedical_Caption_2024_train_007652,C0003483
ImageCLEFmedical_Caption_2024_train_007656,C0205207
ImageCLEFmedical_Caption_2024_train_007667,C0225897
ImageCLEFmedical_Caption_2024_train_007720,C1269894;C0225897;C0225883
ImageCLEFmedical_Caption_2024_train_007721,C0018827;C1269894;C0225897;C0225883
ImageCLEFmedical_Caption_2024_train_007722,C0018827;C0225897
ImageCLEFmedical_Caption_2024_train_007723,C0003483;C0225897
ImageCLEFmedical_Caption_2024_train_007732,C0205207
ImageCLEFmedical_Caption_2024_train_007781,C0016976
ImageCLEFmedical_Caption_2024_train_007785,C0028259
ImageCLEFmedical_Caption_2024_train_007801,C0205207
ImageCLEFmedical_Caption_2024_train_007815,C0018792
ImageCLEFmedical_Caption_2024_train_007843,C0225844;C0225860;C0225883;C0225897
ImageCLEFmedical_Caption_2024_train_007848,C0205207;C0031039
ImageCLEFmedical_Caption_2024_train_007867,C0444611
ImageCLEFmedical_Caption_2024_train_007874,C0003501
ImageCLEFmedical_Caption_2024_train_007893,C0225860;C0018827
ImageCLEFmedical_Caption_2024_train_008006,C0018792;C0018827
ImageCLEFmedical_Caption_2024_train_008032,C0027551
ImageCLEFmedical_Caption_2024_train_008038,C0444611
ImageCLEFmedical_Caption_2024_train_008079,C0225860
ImageCLEFmedical_Caption_2024_train_008080,C0087086;C0225860
ImageCLEFmedical_Caption_2024_train_008085,C0018792;C0225844;C1269894
ImageCLEFmedical_Caption_2024_train_008086,C1269894
ImageCLEFmedical_Caption_2024_train_008087,C0225860;C1269894
ImageCLEFmedical_Caption_2024_train_008096,C0225883;C0225897
ImageCLEFmedical_Caption_2024_train_008228,C0028259
ImageCLEFmedical_Caption_2024_train_008249,C0225844
ImageCLEFmedical_Caption_2024_train_008256,C0028259
ImageCLEFmedical_Caption_2024_train_008290,C0026264
ImageCLEFmedical_Caption_2024_train_008300,C0023884
ImageCLEFmedical_Caption_2024_train_008306,C0027551
ImageCLEFmedical_Caption_2024_train_008307,C0027551
ImageCLEFmedical_Caption_2024_train_008311,C0018787;C0225883;C0018827;C0225860;C0225897
ImageCLEFmedical_Caption_2024_train_008312,C0018787;C0225844;C0225883;C0003501
ImageCLEFmedical_Caption_2024_train_008320,C0225897;C0225883
ImageCLEFmedical_Caption_2024_train_008370,C0225844;C0225860;C0225897;C0225883
ImageCLEFmedical_Caption_2024_train_008374,C0087086;C0225844
ImageCLEFmedical_Caption_2024_train_008375,C0087086
ImageCLEFmedical_Caption_2024_train_008420,C0018787;C0225897;C0225883
ImageCLEFmedical_Caption_2024_train_008466,C0016976
ImageCLEFmedical_Caption_2024_train_008467,C0031039
ImageCLEFmedical_Caption_2024_train_008484,C0027551
ImageCLEFmedical_Caption_2024_train_008485,C0027551
ImageCLEFmedical_Caption_2024_train_008486,C0027551
ImageCLEFmedical_Caption_2024_train_008624,C0003483
ImageCLEFmedical_Caption_2024_train_008707,C0042149
ImageCLEFmedical_Caption_2024_train_008746,C0018827;C0087086
ImageCLEFmedical_Caption_2024_train_008759,C0087086;C1269894;C0225897;C0225883
ImageCLEFmedical_Caption_2024_train_008787,C0205207
ImageCLEFmedical_Caption_2024_train_008852,C0225897;C0225883
ImageCLEFmedical_Caption_2024_train_008908,C0087086;C0225860
ImageCLEFmedical_Caption_2024_train_008937,C0225883
ImageCLEFmedical_Caption_2024_train_008941,C0003483
ImageCLEFmedical_Caption_2024_train_008942,C0026264;C1269894;C0225897;C0225883
ImageCLEFmedical_Caption_2024_train_008947,C0205207
